no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2, Not Graduate, Yes,2800000.0,7000000.0,2,834.0,500000.0,2900000.0,8100000.0,1300000.0, Approved
0, Not Graduate, No,2500000.0,5800000.0,20,671.0,7400000.0,500000.0,7500000.0,2000000.0, Approved
3, Graduate, Yes,1700000.0,5800000.0,10,524.0,4100000.0,2900000.0,6600000.0,800000.0, Rejected
3, Graduate, No,6100000.0,20700000.0,4,816.0,14900000.0,5400000.0,24200000.0,5900000.0, Approved
3, Graduate, No,4100000.0,11700000.0,10,729.0,6900000.0,6200000.0,15400000.0,2100000.0, Approved
5, Not Graduate, Yes,4500000.0,12700000.0,8,,11000000.0,3800000.0,12600000.0,2700000.0, Rejected
2, Graduate, Yes,5600000.0,19100000.0,8,350.0,2700000.0,1200000.0,14200000.0,4200000.0, Rejected
3, Not Graduate, Yes,5800000.0,16600000.0,10,444.0,13300000.0,5900000.0,15000000.0,8500000.0, Rejected
4, Not Graduate, No,8600000.0,26700000.0,10,,2200000.0,8800000.0,22600000.0,6900000.0, Approved
2, Graduate, No,2900000.0,10500000.0,20,708.0,4200000.0,600000.0,7700000.0,4300000.0, Approved
2, Not Graduate, Yes,8300000.0,17600000.0,2,355.0,1000000.0,700000.0,28400000.0,6800000.0, Rejected
5, Not Graduate, No,2400000.0,5100000.0,6,756.0,1500000.0,200000.0,5300000.0,3400000.0, Approved
4, Graduate, No,5600000.0,12000000.0,4,719.0,5600000.0,2900000.0,14500000.0,3400000.0, Approved
1, Graduate, Yes,,,14,439.0,400000.0,1200000.0,20200000.0,, Rejected
4, Not Graduate, Yes,4900000.0,15900000.0,10,668.0,10800000.0,8300000.0,14900000.0,2800000.0, Approved
4, Not Graduate, Yes,5900000.0,16500000.0,2,765.0,13000000.0,9400000.0,20000000.0,3500000.0, Approved
5, Graduate, Yes,,,4,476.0,,200000.0,,700000.0, Approved
3, Graduate, No,7000000.0,21700000.0,14,781.0,5400000.0,8500000.0,19300000.0,9600000.0, Approved
1, Not Graduate, No,3500000.0,12700000.0,4,350.0,5200000.0,6800000.0,12900000.0,1800000.0, Approved
0, Graduate, No,5200000.0,12200000.0,16,783.0,5000000.0,2000000.0,11400000.0,5100000.0, Approved
3, Graduate, Yes,6300000.0,19900000.0,12,770.0,1900000.0,2400000.0,15500000.0,3100000.0, Approved
2, Not Graduate, No,8400000.0,28300000.0,10,822.0,1800000.0,,,4400000.0, Approved
1, Not Graduate, Yes,7500000.0,22500000.0,14,469.0,12300000.0,9600000.0,16200000.0,4500000.0, Rejected
2, Graduate, No,3300000.0,13000000.0,16,,5500000.0,5900000.0,7400000.0,3100000.0, Rejected
2, Not Graduate, No,8800000.0,22400000.0,14,692.0,,5100000.0,18600000.0,10900000.0, Approved
5, Graduate, No,,,18,707.0,,,,, Approved
5, Not Graduate, Yes,8000000.0,29100000.0,4,658.0,10600000.0,8600000.0,28800000.0,4600000.0, Approved
3, Graduate, No,1000000.0,4000000.0,6,625.0,700000.0,,2800000.0,500000.0, Approved
1, Graduate, No,9400000.0,26700000.0,10,343.0,7600000.0,2500000.0,28600000.0,, Rejected
5, Graduate, No,2100000.0,7300000.0,18,358.0,3700000.0,3200000.0,7200000.0,2200000.0, Rejected
4, Graduate, Yes,5400000.0,11500000.0,20,705.0,14600000.0,3800000.0,13500000.0,6100000.0, Approved
2, Graduate, Yes,4700000.0,15100000.0,8,799.0,9700000.0,2500000.0,10700000.0,4700000.0, Approved
3, Graduate, No,8800000.0,,12,397.0,17300000.0,,22200000.0,8800000.0, Rejected
5, Graduate, No,3200000.0,12200000.0,6,493.0,7700000.0,6200000.0,6700000.0,2100000.0, Rejected
0, Graduate, Yes,7200000.0,21900000.0,4,446.0,17700000.0,10900000.0,24500000.0,7600000.0, Approved
2, Not Graduate, Yes,2500000.0,7200000.0,16,,5500000.0,3300000.0,4900000.0,2800000.0, Rejected
5, Not Graduate, Yes,6900000.0,15700000.0,14,,13800000.0,5300000.0,25200000.0,4500000.0, Approved
5, Graduate, Yes,5700000.0,20500000.0,16,429.0,2800000.0,1900000.0,22400000.0,3900000.0, Rejected
4, Graduate, Yes,5500000.0,15100000.0,18,673.0,10500000.0,8000000.0,13900000.0,7200000.0, Approved
4, Not Graduate, Yes,9200000.0,29100000.0,10,731.0,14500000.0,8300000.0,,5000000.0, Approved
5, Graduate, Yes,5700000.0,11500000.0,2,732.0,15800000.0,3700000.0,15600000.0,5300000.0, Approved
5, Graduate, Yes,5000000.0,16400000.0,14,525.0,13000000.0,9100000.0,15300000.0,3300000.0, Rejected
4, Not Graduate, No,2300000.0,5500000.0,6,343.0,,4100000.0,4800000.0,3200000.0, Rejected
0, Not Graduate, Yes,3000000.0,11000000.0,16,331.0,8000000.0,4500000.0,6600000.0,2400000.0, Rejected
0, Not Graduate, No,7900000.0,26200000.0,18,845.0,14200000.0,,27400000.0,6300000.0, Approved
2, Graduate, No,2000000.0,6200000.0,16,696.0,4100000.0,600000.0,5400000.0,1300000.0, Approved
5, Not Graduate, No,2700000.0,8700000.0,14,772.0,2200000.0,2800000.0,7600000.0,3700000.0, Approved
3, Graduate, Yes,6400000.0,15800000.0,18,628.0,6900000.0,2700000.0,24800000.0,5300000.0, Approved
0, Not Graduate, Yes,8200000.0,19100000.0,2,764.0,,8900000.0,20500000.0,4000000.0, Approved
1, Graduate, No,2800000.0,6900000.0,14,553.0,400000.0,4900000.0,6800000.0,4200000.0, Approved
1, Not Graduate, No,8900000.0,20000000.0,2,653.0,12700000.0,600000.0,17800000.0,9900000.0, Approved
1, Not Graduate, No,5100000.0,20000000.0,4,506.0,7900000.0,8900000.0,20300000.0,6700000.0, Approved
3, Graduate, No,2800000.0,8500000.0,20,431.0,6200000.0,1700000.0,7800000.0,2200000.0, Rejected
2, Not Graduate, Yes,6100000.0,12300000.0,18,697.0,14100000.0,9100000.0,12600000.0,3500000.0, Approved
2, Not Graduate, No,8400000.0,24500000.0,6,588.0,11000000.0,1300000.0,22900000.0,10400000.0, Approved
1, Not Graduate, No,1600000.0,5600000.0,6,846.0,600000.0,2800000.0,4600000.0,1200000.0, Approved
5, Graduate, No,4100000.0,11000000.0,14,379.0,6200000.0,1700000.0,8500000.0,5400000.0, Rejected
1, Not Graduate, No,,,10,745.0,,,,, Approved
3, Graduate, No,,,20,523.0,,2600000.0,24300000.0,5300000.0, Rejected
4, Graduate, Yes,8300000.0,25400000.0,4,624.0,,4000000.0,24800000.0,5400000.0, Approved
1, Graduate, No,4600000.0,16700000.0,16,407.0,13000000.0,6000000.0,9800000.0,2800000.0, Rejected
3, Not Graduate, Yes,5600000.0,11600000.0,12,756.0,3300000.0,1800000.0,18400000.0,7800000.0, Approved
3, Graduate, Yes,4100000.0,8300000.0,16,351.0,6000000.0,,11100000.0,2200000.0, Rejected
3, Not Graduate, No,3700000.0,13400000.0,18,373.0,2800000.0,,13200000.0,2500000.0, Rejected
4, Not Graduate, Yes,800000.0,2400000.0,2,461.0,1300000.0,1300000.0,2300000.0,, Approved
4, Graduate, No,8100000.0,28100000.0,12,672.0,5600000.0,9200000.0,17200000.0,9500000.0, Approved
2, Graduate, Yes,2700000.0,9500000.0,10,434.0,2700000.0,1500000.0,8100000.0,1800000.0, Rejected
2, Not Graduate, Yes,7000000.0,21400000.0,12,541.0,3700000.0,1300000.0,19800000.0,9600000.0, Rejected
3, Not Graduate, Yes,8100000.0,29300000.0,2,413.0,8100000.0,,25500000.0,6400000.0, Approved
1, Graduate, No,3200000.0,7600000.0,4,592.0,3000000.0,1400000.0,8100000.0,4700000.0, Approved
4, Not Graduate, Yes,,,10,665.0,300000.0,300000.0,,, Approved
1, Graduate, No,7800000.0,23900000.0,4,,2600000.0,,23000000.0,10900000.0, Approved
0, Not Graduate, No,5800000.0,19600000.0,14,673.0,8900000.0,10700000.0,18000000.0,7200000.0, Approved
0, Not Graduate, Yes,2600000.0,6000000.0,8,382.0,1700000.0,2200000.0,8200000.0,1600000.0, Rejected
5, Not Graduate, No,5400000.0,21100000.0,12,661.0,15800000.0,10400000.0,20100000.0,5400000.0, Approved
3, Graduate, Yes,600000.0,,4,576.0,400000.0,,2100000.0,500000.0, Approved
1, Graduate, No,600000.0,,14,443.0,700000.0,1000000.0,2200000.0,800000.0, Rejected
5, Graduate, Yes,,21700000.0,16,,,2700000.0,28500000.0,9700000.0, Rejected
4, Graduate, Yes,1900000.0,4800000.0,12,656.0,1500000.0,1600000.0,5400000.0,1700000.0, Approved
1, Graduate, Yes,,21200000.0,4,,18000000.0,,,10800000.0, Approved
3, Graduate, No,7800000.0,16600000.0,20,,12400000.0,10800000.0,30500000.0,5500000.0, Approved
5, Not Graduate, No,4900000.0,14100000.0,2,802.0,3300000.0,7500000.0,16100000.0,2700000.0, Approved
3, Graduate, Yes,8300000.0,22700000.0,2,650.0,3600000.0,,18000000.0,5800000.0, Approved
4, Not Graduate, Yes,3900000.0,8900000.0,10,665.0,9300000.0,4000000.0,9200000.0,5300000.0, Approved
2, Graduate, No,9000000.0,,12,339.0,15200000.0,8400000.0,19500000.0,9000000.0, Rejected
1, Not Graduate, No,,,20,447.0,15400000.0,,19800000.0,4700000.0, Rejected
5, Not Graduate, Yes,1000000.0,2400000.0,18,613.0,1600000.0,1300000.0,2600000.0,600000.0, Approved
5, Graduate, No,2800000.0,7200000.0,16,424.0,900000.0,5000000.0,6100000.0,3200000.0, Rejected
2, Not Graduate, No,8300000.0,20800000.0,6,667.0,19300000.0,4100000.0,25400000.0,6800000.0, Approved
4, Not Graduate, Yes,6900000.0,18300000.0,18,715.0,8200000.0,600000.0,15000000.0,7500000.0, Approved
5, Not Graduate, Yes,3800000.0,9100000.0,18,654.0,9000000.0,4000000.0,10200000.0,3000000.0, Approved
2, Not Graduate, No,8000000.0,17800000.0,20,549.0,2400000.0,9700000.0,27400000.0,10800000.0, Rejected
4, Graduate, Yes,,29700000.0,4,373.0,11100000.0,5500000.0,,10000000.0, Approved
0, Graduate, Yes,2900000.0,7200000.0,16,332.0,3600000.0,5700000.0,7600000.0,3600000.0, Rejected
4, Graduate, No,7900000.0,,20,534.0,12400000.0,8500000.0,21600000.0,6400000.0, Rejected
3, Not Graduate, No,4600000.0,17900000.0,8,396.0,10700000.0,4000000.0,12300000.0,2600000.0, Rejected
2, Graduate, No,1000000.0,3700000.0,18,,2200000.0,800000.0,3000000.0,500000.0, Approved
5, Graduate, No,9000000.0,21300000.0,14,602.0,3400000.0,7700000.0,,11000000.0, Approved
0, Graduate, Yes,9400000.0,,10,615.0,21200000.0,3800000.0,27400000.0,9100000.0, Approved
5, Graduate, Yes,7400000.0,23300000.0,20,482.0,15700000.0,3600000.0,29100000.0,6800000.0, Rejected
0, Graduate, No,6600000.0,20100000.0,16,397.0,19200000.0,7000000.0,17200000.0,8400000.0, Rejected
0, Not Graduate, No,1300000.0,3400000.0,10,464.0,1200000.0,200000.0,3500000.0,1400000.0, Rejected
0, Graduate, Yes,1100000.0,3400000.0,14,832.0,3200000.0,200000.0,4400000.0,1600000.0, Approved
5, Graduate, No,9200000.0,,12,802.0,,11000000.0,19800000.0,, Approved
2, Graduate, No,7000000.0,23900000.0,18,628.0,13400000.0,6600000.0,25200000.0,7200000.0, Approved
4, Graduate, No,5100000.0,18800000.0,10,694.0,6400000.0,5300000.0,13500000.0,4100000.0, Approved
1, Not Graduate, Yes,3200000.0,9300000.0,20,741.0,3800000.0,3500000.0,6900000.0,2300000.0, Approved
1, Not Graduate, Yes,3700000.0,10900000.0,14,748.0,3700000.0,2800000.0,13200000.0,4100000.0, Approved
5, Graduate, No,3600000.0,12800000.0,4,,2500000.0,2900000.0,12600000.0,2900000.0, Approved
1, Graduate, No,5600000.0,11700000.0,10,774.0,11000000.0,4300000.0,13100000.0,6500000.0, Approved
0, Not Graduate, Yes,,,2,500.0,8300000.0,9700000.0,24500000.0,5600000.0, Approved
4, Not Graduate, No,1500000.0,4000000.0,18,706.0,,2700000.0,4400000.0,1700000.0, Approved
4, Not Graduate, No,7400000.0,18300000.0,10,601.0,16400000.0,12600000.0,28800000.0,6100000.0, Approved
2, Graduate, No,6000000.0,17400000.0,16,806.0,1800000.0,2100000.0,20200000.0,3500000.0, Approved
0, Graduate, Yes,3000000.0,9600000.0,6,644.0,3900000.0,700000.0,10500000.0,3000000.0, Approved
4, Graduate, Yes,6000000.0,12900000.0,14,723.0,700000.0,1600000.0,13600000.0,4100000.0, Approved
5, Graduate, Yes,600000.0,,12,509.0,1600000.0,,1900000.0,800000.0, Rejected
0, Graduate, No,1800000.0,6600000.0,4,,2400000.0,,4600000.0,1400000.0, Approved
2, Graduate, Yes,5500000.0,12000000.0,2,567.0,7200000.0,4700000.0,11500000.0,7000000.0, Approved
1, Graduate, No,1000000.0,2100000.0,6,715.0,2200000.0,1000000.0,2200000.0,1100000.0, Approved
2, Not Graduate, Yes,1700000.0,3500000.0,10,854.0,5000000.0,2400000.0,3400000.0,1700000.0, Approved
1, Graduate, Yes,3400000.0,12300000.0,8,523.0,6100000.0,4700000.0,8300000.0,2600000.0, Rejected
1, Graduate, Yes,,,8,534.0,,,,5400000.0, Rejected
0, Not Graduate, Yes,2600000.0,7600000.0,18,470.0,700000.0,700000.0,5500000.0,2900000.0, Rejected
1, Graduate, No,1600000.0,3500000.0,18,619.0,3200000.0,,6300000.0,1500000.0, Approved
0, Graduate, Yes,4300000.0,12800000.0,20,572.0,8600000.0,2200000.0,11000000.0,6100000.0, Approved
3, Graduate, No,1400000.0,3500000.0,16,365.0,2600000.0,2200000.0,2900000.0,1600000.0, Rejected
0, Not Graduate, No,8000000.0,18000000.0,16,791.0,13900000.0,10300000.0,23400000.0,10600000.0, Approved
4, Not Graduate, Yes,5000000.0,18100000.0,12,424.0,5200000.0,2000000.0,14500000.0,6100000.0, Rejected
5, Graduate, No,4500000.0,10200000.0,12,726.0,2900000.0,8600000.0,17500000.0,4200000.0, Approved
1, Graduate, No,3400000.0,9900000.0,2,736.0,3900000.0,4800000.0,10600000.0,4500000.0, Approved
5, Graduate, Yes,5700000.0,12800000.0,14,488.0,13600000.0,1000000.0,13200000.0,5500000.0, Rejected
2, Not Graduate, Yes,2600000.0,7600000.0,10,400.0,6800000.0,2800000.0,10100000.0,3200000.0, Rejected
0, Graduate, Yes,4500000.0,12200000.0,20,,11200000.0,5000000.0,12700000.0,2400000.0, Rejected
2, Not Graduate, Yes,5100000.0,16800000.0,2,504.0,6400000.0,2700000.0,17100000.0,4400000.0, Approved
4, Not Graduate, Yes,5100000.0,18600000.0,20,,9600000.0,6000000.0,16500000.0,5500000.0, Rejected
5, Graduate, Yes,1700000.0,6500000.0,14,587.0,1100000.0,1000000.0,6400000.0,1500000.0, Approved
1, Not Graduate, No,5200000.0,10500000.0,20,,3000000.0,8000000.0,19300000.0,5300000.0, Rejected
4, Not Graduate, No,8400000.0,29000000.0,2,463.0,12700000.0,1100000.0,20100000.0,6700000.0, Approved
1, Not Graduate, Yes,9000000.0,,16,842.0,6300000.0,,22900000.0,5800000.0, Approved
4, Graduate, Yes,3400000.0,11800000.0,20,616.0,5000000.0,3300000.0,9900000.0,2900000.0, Approved
1, Not Graduate, No,5400000.0,19400000.0,8,800.0,800000.0,6100000.0,19500000.0,3000000.0, Approved
0, Graduate, Yes,700000.0,2100000.0,12,813.0,,1300000.0,2200000.0,500000.0, Approved
2, Graduate, No,7600000.0,24800000.0,12,564.0,14000000.0,6200000.0,24700000.0,6700000.0, Approved
2, Not Graduate, No,5000000.0,14700000.0,12,837.0,2200000.0,7200000.0,11700000.0,4800000.0, Approved
5, Not Graduate, Yes,2500000.0,9400000.0,16,735.0,,2200000.0,9500000.0,1700000.0, Approved
4, Not Graduate, Yes,2000000.0,5200000.0,16,724.0,5200000.0,3800000.0,4600000.0,2800000.0, Approved
5, Not Graduate, No,9000000.0,23900000.0,12,658.0,5700000.0,4600000.0,,6100000.0, Approved
5, Graduate, No,8300000.0,,16,858.0,,11100000.0,26300000.0,8500000.0, Approved
0, Not Graduate, Yes,3100000.0,8500000.0,8,614.0,1700000.0,4600000.0,11000000.0,3300000.0, Approved
2, Graduate, Yes,8500000.0,25600000.0,16,714.0,11400000.0,,17200000.0,5700000.0, Approved
2, Graduate, Yes,1200000.0,4600000.0,20,605.0,3600000.0,1500000.0,4600000.0,600000.0, Approved
4, Graduate, Yes,2800000.0,5500000.0,8,,6900000.0,4000000.0,6000000.0,3300000.0, Approved
5, Graduate, Yes,2800000.0,10900000.0,6,359.0,5000000.0,3300000.0,7600000.0,3000000.0, Rejected
5, Graduate, Yes,6500000.0,24100000.0,6,441.0,14100000.0,9600000.0,15300000.0,5200000.0, Rejected
4, Graduate, No,8700000.0,25200000.0,18,790.0,,9100000.0,18400000.0,8400000.0, Approved
1, Not Graduate, Yes,5400000.0,13600000.0,4,821.0,11600000.0,8700000.0,19900000.0,5600000.0, Approved
2, Not Graduate, No,8600000.0,,16,375.0,19600000.0,11200000.0,25500000.0,, Rejected
3, Graduate, No,4700000.0,9600000.0,10,545.0,5200000.0,7200000.0,12000000.0,5300000.0, Rejected
5, Not Graduate, Yes,1100000.0,3900000.0,4,,1100000.0,200000.0,3400000.0,900000.0, Approved
0, Graduate, No,6400000.0,14000000.0,8,486.0,5100000.0,12700000.0,23900000.0,3700000.0, Rejected
0, Graduate, No,4300000.0,9900000.0,4,696.0,12400000.0,2100000.0,17000000.0,2100000.0, Approved
5, Not Graduate, Yes,2900000.0,11100000.0,4,683.0,1700000.0,3900000.0,9400000.0,3300000.0, Approved
5, Not Graduate, No,,27100000.0,8,594.0,,4600000.0,26800000.0,, Approved
3, Not Graduate, Yes,900000.0,2500000.0,20,529.0,900000.0,300000.0,3200000.0,700000.0, Rejected
5, Not Graduate, No,8100000.0,26300000.0,4,429.0,3600000.0,8500000.0,22200000.0,6900000.0, Approved
0, Not Graduate, Yes,8800000.0,25000000.0,4,400.0,11300000.0,4000000.0,23600000.0,9400000.0, Rejected
0, Graduate, No,8800000.0,17500000.0,4,848.0,,8200000.0,,5100000.0, Approved
1, Not Graduate, No,6400000.0,21500000.0,6,489.0,1600000.0,4600000.0,17600000.0,8900000.0, Rejected
2, Graduate, No,2900000.0,6600000.0,10,,8600000.0,2200000.0,7400000.0,3400000.0, Rejected
5, Graduate, No,1600000.0,6100000.0,8,663.0,3900000.0,800000.0,6400000.0,1200000.0, Approved
1, Not Graduate, No,1600000.0,5100000.0,18,729.0,2500000.0,2000000.0,6200000.0,900000.0, Approved
2, Graduate, Yes,3100000.0,10700000.0,4,398.0,3100000.0,3000000.0,7400000.0,2000000.0, Approved
2, Not Graduate, Yes,5600000.0,16700000.0,14,856.0,400000.0,10200000.0,14700000.0,5200000.0, Approved
3, Graduate, Yes,8100000.0,19900000.0,20,347.0,,,29800000.0,5500000.0, Rejected
3, Not Graduate, No,9100000.0,19300000.0,12,696.0,,7700000.0,30100000.0,, Approved
0, Graduate, Yes,5500000.0,17100000.0,8,353.0,400000.0,200000.0,17100000.0,5200000.0, Rejected
1, Graduate, Yes,,,20,756.0,15700000.0,,26800000.0,, Approved
4, Graduate, No,2300000.0,5400000.0,16,490.0,6200000.0,3700000.0,5500000.0,2100000.0, Rejected
1, Not Graduate, Yes,5600000.0,18000000.0,10,531.0,6500000.0,9000000.0,19800000.0,8400000.0, Rejected
2, Not Graduate, Yes,4500000.0,16600000.0,4,679.0,10300000.0,3100000.0,11700000.0,5000000.0, Approved
1, Graduate, Yes,,1800000.0,8,,,200000.0,,600000.0, Approved
0, Graduate, No,4200000.0,11000000.0,20,817.0,6700000.0,2400000.0,11700000.0,6100000.0, Approved
1, Not Graduate, No,9100000.0,23300000.0,18,792.0,800000.0,12600000.0,,, Approved
4, Graduate, Yes,3200000.0,12800000.0,18,664.0,6300000.0,3400000.0,7600000.0,2100000.0, Approved
4, Graduate, Yes,6200000.0,21300000.0,16,,11800000.0,3500000.0,12900000.0,4100000.0, Approved
3, Not Graduate, Yes,2500000.0,7700000.0,10,768.0,4500000.0,400000.0,8000000.0,2600000.0, Approved
0, Graduate, No,9100000.0,27100000.0,12,787.0,,2900000.0,,9500000.0, Approved
3, Graduate, Yes,,,12,538.0,,700000.0,,, Rejected
4, Not Graduate, No,6900000.0,18000000.0,8,347.0,16400000.0,9300000.0,18300000.0,8700000.0, Rejected
0, Graduate, Yes,1800000.0,5200000.0,16,,4900000.0,1500000.0,4000000.0,1300000.0, Rejected
0, Graduate, Yes,4000000.0,14500000.0,2,713.0,6200000.0,4900000.0,12200000.0,4700000.0, Approved
1, Not Graduate, No,3900000.0,12300000.0,10,683.0,1000000.0,700000.0,11700000.0,2400000.0, Approved
2, Not Graduate, Yes,8000000.0,28100000.0,18,765.0,,10500000.0,17700000.0,8200000.0, Approved
5, Graduate, No,900000.0,3200000.0,10,803.0,1600000.0,1700000.0,2300000.0,800000.0, Approved
0, Graduate, Yes,8200000.0,29700000.0,6,405.0,3900000.0,800000.0,23900000.0,5700000.0, Rejected
5, Graduate, No,2300000.0,4900000.0,4,529.0,6200000.0,3900000.0,9200000.0,2000000.0, Rejected
5, Graduate, Yes,6900000.0,19400000.0,6,801.0,10100000.0,9400000.0,17000000.0,5500000.0, Approved
3, Not Graduate, No,8800000.0,30700000.0,12,707.0,15000000.0,,,8000000.0, Approved
1, Graduate, No,2600000.0,7200000.0,8,349.0,5900000.0,1400000.0,9400000.0,3000000.0, Rejected
1, Graduate, No,3700000.0,8700000.0,20,,6200000.0,3500000.0,10900000.0,2600000.0, Approved
2, Graduate, Yes,6200000.0,23800000.0,4,489.0,2900000.0,7500000.0,21300000.0,3300000.0, Approved
3, Graduate, Yes,1000000.0,2600000.0,6,341.0,2900000.0,1700000.0,3600000.0,1100000.0, Rejected
1, Not Graduate, No,6000000.0,20000000.0,12,637.0,10800000.0,4300000.0,20000000.0,8600000.0, Approved
1, Not Graduate, Yes,9100000.0,,4,,14100000.0,,30200000.0,9600000.0, Approved
1, Graduate, No,1700000.0,6700000.0,16,537.0,4300000.0,2900000.0,3500000.0,1100000.0, Rejected
5, Not Graduate, Yes,1700000.0,4600000.0,12,503.0,900000.0,2200000.0,4800000.0,1200000.0, Rejected
1, Graduate, No,7100000.0,14300000.0,12,720.0,4600000.0,500000.0,27300000.0,8400000.0, Approved
5, Graduate, No,9400000.0,,10,509.0,20700000.0,7400000.0,22400000.0,6300000.0, Rejected
5, Not Graduate, No,6200000.0,16400000.0,6,360.0,900000.0,7200000.0,22400000.0,6300000.0, Rejected
1, Graduate, No,8300000.0,,16,818.0,,7400000.0,,8500000.0, Approved
1, Graduate, Yes,8900000.0,21200000.0,8,716.0,5400000.0,9200000.0,23800000.0,7900000.0, Approved
1, Graduate, Yes,6500000.0,14800000.0,12,360.0,3500000.0,2100000.0,15000000.0,7300000.0, Rejected
3, Graduate, Yes,8100000.0,26700000.0,10,,5100000.0,9800000.0,17100000.0,9900000.0, Approved
2, Not Graduate, No,4900000.0,13500000.0,8,,10500000.0,8100000.0,18300000.0,3400000.0, Rejected
4, Graduate, No,9100000.0,26600000.0,2,812.0,,11900000.0,,10400000.0, Approved
3, Graduate, Yes,9000000.0,,16,456.0,,7000000.0,26000000.0,7100000.0, Rejected
4, Graduate, Yes,1300000.0,3900000.0,16,566.0,700000.0,200000.0,3400000.0,1600000.0, Approved
1, Not Graduate, No,6700000.0,25000000.0,20,598.0,5300000.0,12900000.0,13600000.0,7000000.0, Approved
5, Not Graduate, No,3200000.0,9300000.0,6,656.0,7000000.0,3200000.0,12700000.0,4200000.0, Approved
0, Not Graduate, No,7500000.0,28700000.0,2,,2000000.0,4100000.0,21500000.0,7200000.0, Approved
3, Graduate, No,4900000.0,12800000.0,14,653.0,7300000.0,1000000.0,13000000.0,7200000.0, Approved
1, Not Graduate, Yes,700000.0,1800000.0,16,641.0,2100000.0,400000.0,,900000.0, Approved
2, Graduate, No,6400000.0,16500000.0,8,544.0,12100000.0,6300000.0,15200000.0,5400000.0, Rejected
0, Not Graduate, Yes,3900000.0,14100000.0,20,811.0,5700000.0,3600000.0,10500000.0,5300000.0, Approved
4, Graduate, No,,26900000.0,10,460.0,11400000.0,3900000.0,,9300000.0, Rejected
5, Graduate, Yes,3600000.0,12500000.0,12,795.0,10600000.0,2700000.0,11100000.0,4800000.0, Approved
2, Graduate, Yes,3400000.0,10300000.0,4,745.0,4900000.0,4000000.0,10000000.0,3900000.0, Approved
0, Not Graduate, No,,20100000.0,16,606.0,6200000.0,800000.0,,8700000.0, Approved
1, Not Graduate, No,5100000.0,14200000.0,6,451.0,6100000.0,7600000.0,11400000.0,5600000.0, Rejected
4, Graduate, Yes,5900000.0,11800000.0,8,479.0,11000000.0,1200000.0,15700000.0,3900000.0, Rejected
5, Graduate, No,1200000.0,2400000.0,14,495.0,1800000.0,1800000.0,4100000.0,1300000.0, Rejected
2, Not Graduate, No,,30200000.0,14,769.0,,13600000.0,26400000.0,7500000.0, Approved
5, Not Graduate, Yes,4700000.0,11800000.0,4,639.0,3600000.0,700000.0,9400000.0,5500000.0, Approved
5, Graduate, No,4200000.0,12500000.0,18,723.0,1200000.0,300000.0,12900000.0,6100000.0, Approved
4, Graduate, No,9300000.0,26100000.0,16,623.0,11700000.0,10500000.0,21100000.0,10700000.0, Approved
3, Not Graduate, Yes,5300000.0,20800000.0,6,487.0,9700000.0,3400000.0,18500000.0,4200000.0, Rejected
0, Graduate, No,7600000.0,30100000.0,2,743.0,20700000.0,8700000.0,27600000.0,9600000.0, Approved
2, Graduate, No,6200000.0,16900000.0,12,754.0,2300000.0,4200000.0,15300000.0,7900000.0, Approved
0, Graduate, No,8900000.0,21600000.0,10,552.0,2300000.0,9900000.0,20700000.0,, Approved
4, Not Graduate, Yes,7900000.0,27300000.0,10,560.0,,,28500000.0,10900000.0, Approved
1, Graduate, Yes,3500000.0,10800000.0,14,632.0,6900000.0,1500000.0,10900000.0,4200000.0, Approved
2, Graduate, No,5300000.0,16700000.0,18,339.0,4600000.0,3300000.0,12000000.0,4100000.0, Rejected
2, Not Graduate, No,1400000.0,3100000.0,4,,3700000.0,400000.0,5000000.0,1100000.0, Approved
1, Not Graduate, Yes,9100000.0,23600000.0,20,535.0,2800000.0,,26400000.0,4500000.0, Rejected
4, Not Graduate, No,4400000.0,17200000.0,4,563.0,4100000.0,3700000.0,12700000.0,2900000.0, Approved
5, Not Graduate, No,2800000.0,8200000.0,14,615.0,7400000.0,3300000.0,6700000.0,2700000.0, Approved
3, Not Graduate, No,1300000.0,3300000.0,8,795.0,1400000.0,800000.0,4600000.0,1600000.0, Approved
4, Graduate, No,8400000.0,28700000.0,14,,,8300000.0,23900000.0,8600000.0, Approved
5, Graduate, Yes,5300000.0,14000000.0,6,633.0,11800000.0,4500000.0,12800000.0,6100000.0, Approved
2, Graduate, No,6000000.0,13900000.0,4,533.0,3000000.0,9600000.0,14600000.0,4100000.0, Rejected
2, Not Graduate, Yes,2100000.0,6800000.0,12,795.0,6100000.0,1900000.0,7200000.0,2400000.0, Approved
0, Not Graduate, No,4300000.0,11000000.0,4,374.0,7100000.0,7300000.0,9300000.0,4700000.0, Rejected
4, Not Graduate, Yes,7300000.0,22900000.0,12,848.0,6300000.0,2900000.0,28500000.0,4100000.0, Approved
2, Graduate, No,5200000.0,16200000.0,12,,10500000.0,9600000.0,15800000.0,3900000.0, Approved
3, Graduate, No,4700000.0,9800000.0,14,444.0,8200000.0,300000.0,15700000.0,3800000.0, Rejected
4, Graduate, No,7800000.0,28500000.0,4,803.0,15500000.0,11300000.0,21100000.0,9800000.0, Approved
3, Graduate, Yes,,1900000.0,18,618.0,,600000.0,,, Approved
