no_of_dependents, education, self_employed, income_annum, loan_term, cibil_score, loan_status
1,0,1,3100000.0,16,374.0,1
4,0,0,4500000.0,10,509.0,1
3,1,1,9300000.0,16,728.0,0
2,0,0,6900000.0,20,396.0,1
0,1,1,3900000.0,2,667.0,0
5,1,0,3200000.0,12,583.0,0
1,1,1,5600000.0,10,459.0,1
4,1,1,3700000.0,18,635.0,0
3,1,0,8400000.0,12,604.0,0
0,1,1,4200000.0,14,796.0,0
4,0,0,3800000.0,10,416.0,1
3,0,0,3200000.0,8,439.1109929362264,1
1,0,0,5028817.852376697,10,833.0,0
1,1,1,4300000.0,6,543.0,1
5,0,1,8100000.0,18,751.0,0
5,1,1,9400000.0,14,712.0897284483756,0
4,1,1,8100000.0,6,346.0,1
4,0,0,6500000.0,4,588.0,0
2,0,0,9400000.0,4,488.0,1
1,1,1,2600000.0,20,765.0,0
3,1,1,8000000.0,6,337.0,1
1,0,0,4700000.0,8,515.0,1
2,0,1,7600000.0,12,555.0,0
1,0,1,6800000.0,2,702.0,0
2,1,1,6600000.0,2,457.0,1
2,0,0,8200000.0,10,425.0,1
1,0,1,4400000.0,6,583.0,0
1,1,0,8300000.0,6,669.8837270579811,0
0,0,0,9200000.0,14,522.0,1
5,1,1,2700000.0,20,687.0,0
0,0,0,6100000.0,20,856.0,0
4,1,1,9100000.0,8,543.0,1
5,1,1,7600000.0,14,576.0,0
2,1,0,7200000.0,10,856.0,0
0,0,1,2600000.0,8,722.0,0
4,0,1,6500000.0,12,653.0,0
5,0,0,8900000.0,16,480.0,1
2,0,1,5400000.0,14,477.0,1
0,0,0,5022522.298064347,2,669.3593018259652,0
0,1,0,8400000.0,18,530.0,1
3,0,0,8300000.0,8,704.5414420133601,0
4,1,0,1700000.0,8,395.0,1
2,1,0,1500000.0,16,771.0,0
1,1,1,4976322.6064656,2,579.0,0
1,0,1,1000000.0,14,798.0,0
3,1,1,8800000.0,8,473.0,1
0,0,1,1000000.0,8,431.7670723983412,1
0,1,1,8600000.0,14,678.0,0
5,0,1,2400000.0,2,745.0,0
1,0,0,2400000.0,8,835.0,0
5,1,1,6000000.0,20,848.0,0
5,1,0,7600000.0,18,731.5693929325755,0
3,1,0,8000000.0,10,608.0,0
0,0,1,5400000.0,16,758.0,0
0,1,1,1400000.0,4,841.0,0
0,1,1,800000.0,2,618.0,0
4,0,1,5041730.944038166,4,457.0,0
0,0,0,4100000.0,4,844.0,0
2,1,0,1500000.0,4,776.0,0
1,1,0,4600000.0,8,520.0,1
1,0,1,3300000.0,12,648.0,0
4,1,1,7900000.0,10,654.0,0
0,1,0,8100000.0,20,342.0,1
5,1,0,900000.0,16,808.0,0
1,0,1,4900000.0,10,429.0,1
3,0,1,6100000.0,14,538.0,1
3,1,0,4500000.0,6,533.0,1
2,0,1,2900000.0,8,394.0,1
1,1,0,7900000.0,2,771.0,0
5,0,1,4100000.0,4,792.0,0
5,1,1,7700000.0,8,407.0,1
0,1,0,5600000.0,18,544.0,1
5,0,0,9000000.0,18,509.0,1
4,1,1,6400000.0,16,456.1993382163565,1
4,0,0,6900000.0,2,496.0,1
3,1,0,9100000.0,18,652.0,0
2,0,1,1100000.0,2,806.0,0
4,1,0,1700000.0,12,821.0,0
5,0,1,9200000.0,20,618.0,0
2,1,1,8300000.0,12,729.0,0
5,1,1,5000000.0,6,839.0,0
3,0,0,2200000.0,2,419.980498551466,1
2,0,0,4500000.0,16,404.0,1
5,1,1,4100000.0,6,581.0,0
1,1,0,2800000.0,18,596.0,0
1,1,0,6600000.0,4,415.0,0
3,1,1,3200000.0,6,728.0,0
0,1,0,6300000.0,2,666.0,0
2,0,0,4700000.0,14,675.0,0
0,0,0,4100000.0,16,448.7860916166024,1
5,0,1,7100000.0,4,474.0,1
4,0,1,4900000.0,18,370.0,1
4,0,0,5600000.0,20,596.0,0
4,0,0,3400000.0,2,567.0,0
3,1,0,4500000.0,16,671.0,0
2,0,0,5035113.406689046,18,819.0,0
5,1,1,7600000.0,10,829.0,0
5,0,0,5100126.898882581,12,454.0,1
0,0,1,5900000.0,16,399.0,1
0,0,0,7100000.0,10,784.0,0
2,1,1,8500000.0,6,538.0,1
0,0,1,6400000.0,16,759.0,0
2,0,0,7100000.0,12,699.0,0
5,1,0,1800000.0,14,347.0,1
3,1,1,6600000.0,20,598.0,0
4,0,1,8800000.0,2,406.0,0
2,1,0,4800000.0,20,860.0,0
5,0,1,4400000.0,10,806.0,0
0,1,0,2000000.0,2,448.0,0
2,0,0,6800000.0,20,393.0,1
5,1,1,6600000.0,12,811.0,0
2,0,0,3300000.0,20,829.0,0
3,1,0,7400000.0,16,700.0,0
0,1,1,4500000.0,18,719.0,0
1,1,1,5014884.232253619,12,430.0,1
1,0,0,800000.0,4,338.0,0
2,0,0,4000000.0,4,695.0,0
2,1,0,7000000.0,18,374.0,1
3,0,0,3500000.0,18,609.0,0
3,0,1,5033544.088858699,6,631.0,0
0,1,0,3400000.0,6,439.0,1
1,0,1,4600000.0,20,837.0,0
4,0,0,3800000.0,10,833.0,0
4,1,1,4200000.0,20,863.0,0
2,0,0,2500000.0,4,684.0,0
0,1,1,7000000.0,6,542.0,1
1,1,0,5300000.0,8,753.0,0
0,1,0,6400000.0,2,512.0,1
3,1,0,3400000.0,12,385.0,1
4,1,0,6700000.0,2,749.0,0
1,1,1,4600000.0,4,618.0,0
4,0,1,900000.0,4,583.0,0
0,0,0,5100000.0,18,655.0,0
0,1,1,7000000.0,20,380.0,1
3,0,1,4100000.0,6,679.0,0
2,0,0,4600000.0,6,410.0,1
2,0,1,3600000.0,8,590.0,0
5,0,0,5900000.0,14,397.0,1
2,0,0,600000.0,16,425.0,1
0,0,0,4900000.0,2,383.0,0
5,0,1,6400000.0,6,406.0,1
2,0,0,7000000.0,10,563.0,0
3,0,1,6700000.0,14,782.0,0
1,1,1,800000.0,4,852.0,0
5,1,0,7600000.0,2,753.0,0
5,0,1,3200000.0,4,489.0,1
2,1,1,4900000.0,2,586.0,0
3,1,0,7200000.0,16,560.0,0
3,0,0,5600000.0,6,487.0,1
4,0,1,7300000.0,8,434.0,1
4,1,0,3300000.0,20,504.0,1
2,0,1,9200000.0,4,827.0,0
3,1,1,8100000.0,20,657.0,0
5,0,0,6600000.0,10,447.0,1
0,0,1,4200000.0,4,834.0,0
2,0,0,5800000.0,8,354.0,1
2,0,1,5600000.0,18,699.6633747714696,0
0,1,1,3600000.0,12,641.0,0
1,0,1,7700000.0,6,621.0,0
0,0,1,7800000.0,10,587.0,0
3,1,0,5700000.0,16,424.0,1
5,0,0,6300000.0,14,515.0,1
5,1,1,2300000.0,18,592.0,0
4,0,1,5081805.610519879,6,413.8914528985841,1
1,1,1,1000000.0,16,360.0,1
5,0,1,7200000.0,12,535.0,1
2,1,1,3800000.0,16,666.0,0
4,1,1,9300000.0,16,419.0,1
2,1,1,7200000.0,12,640.0,0
0,0,0,7600000.0,12,545.0,1
4,0,0,4500000.0,10,843.0,0
1,1,1,4972918.264904789,20,559.0,0
0,1,1,700000.0,18,650.0,0
0,0,0,3500000.0,16,479.0,1
1,0,1,5056866.784808056,14,447.7109801338735,1
5,1,1,5400000.0,2,354.0,0
4,1,1,2800000.0,10,521.0,1
5,1,1,4900000.0,8,505.0,1
4,1,0,600000.0,12,436.0,1
0,0,0,3000000.0,6,683.0,0
0,0,0,1800000.0,18,348.0,1
4,0,1,5100000.0,6,867.0,0
5,0,0,1400000.0,14,705.9402388363856,0
2,0,1,6700000.0,10,673.0,0
3,1,0,4300000.0,18,482.0,1
3,0,1,7800000.0,4,767.0,0
3,1,0,5400000.0,18,760.0,0
0,1,0,4980161.485336486,2,857.0,0
1,0,0,8600000.0,10,735.0,0
3,0,0,2500000.0,4,810.0,0
4,1,0,3000000.0,2,680.0,0
5,1,1,7000000.0,4,658.1667943947529,0
1,1,1,4973674.785251636,16,688.0,0
5,1,0,5200000.0,16,531.0,1
3,0,0,3300000.0,2,660.0,0
1,1,1,2400000.0,18,414.0,1
4,0,1,5800000.0,14,528.0,1
4,1,1,9400000.0,12,817.0,0
2,1,0,6100000.0,2,799.0,0
1,0,1,7500000.0,20,655.0,0
2,1,0,4100000.0,6,546.0,1
3,1,0,8500000.0,14,745.0,0
0,0,0,4300000.0,8,676.3992843555097,0
5,1,0,9300000.0,4,822.0,0
4,1,0,6000000.0,2,623.0,0
1,1,1,5300000.0,16,361.0,1
5,1,1,7400000.0,2,778.0,0
1,1,1,1100000.0,8,779.0,0
1,0,1,6600000.0,4,594.0,0
3,0,0,8200000.0,2,530.0,0
3,1,0,3300000.0,12,449.6724519436371,1
4,0,1,2500000.0,10,394.0,1
3,0,1,3300000.0,12,816.0,0
5,1,0,1000000.0,16,423.0,1
5,0,1,6200000.0,2,539.0,1
1,0,0,7000000.0,20,554.0,0
2,0,1,7000000.0,6,523.0,1
1,1,1,5300000.0,10,852.0,0
0,1,1,1800000.0,2,505.0,1
0,0,1,2300000.0,10,430.0,1
2,0,0,4000000.0,16,784.0,0
1,1,0,8900000.0,6,380.0,1
3,0,0,8000000.0,20,565.0,0
4,0,1,7900000.0,14,446.0,1
5,0,1,6700000.0,8,406.0,1
4,1,0,2400000.0,6,712.0,0
4,1,0,8600000.0,14,729.0,0
1,1,1,5300000.0,20,508.0,1
0,0,0,7400000.0,20,648.0,0
0,1,1,8700000.0,10,346.0,1
5,0,0,8200000.0,4,394.0,1
0,1,1,3700000.0,12,501.0,1
5,1,1,9200000.0,2,655.0,0
4,1,0,6100000.0,4,662.0,0
2,0,1,8800000.0,20,820.0,0
5,1,0,9200000.0,10,521.0,1
3,0,0,7200000.0,12,473.0,1
1,0,0,600000.0,10,561.0,0
5,0,0,8000000.0,20,461.0,1
4,0,1,6900000.0,16,715.0,0
0,1,1,4300000.0,18,440.0,1
3,1,1,8500000.0,18,749.0,0
4,1,0,8600000.0,2,787.0,0
3,0,0,6300000.0,18,748.0,0
3,1,1,5800000.0,12,452.7483207617864,1
3,0,1,1000000.0,10,440.262103868427,1
0,1,1,1700000.0,8,682.0,0
2,1,0,3200000.0,18,638.0,0
0,0,1,7500000.0,14,440.0,1
1,1,1,2000000.0,10,689.705166931953,0
3,1,0,9100000.0,20,437.0,1
4,0,1,8400000.0,8,796.0,0
4,0,0,7100000.0,16,824.0,0
2,1,0,5035475.081656862,6,338.0,1
0,1,1,5000000.0,12,575.0,0
0,1,1,4500000.0,8,773.0,0
2,1,1,5100000.0,2,733.0,0
3,0,1,4100000.0,14,475.0,1
1,1,0,7200000.0,10,677.0,0
3,1,0,7800000.0,6,403.0,1
3,0,1,7500000.0,12,767.0,0
3,0,1,6400000.0,2,813.0,0
4,0,0,7000000.0,20,597.0,0
4,1,1,9000000.0,8,684.0565032267442,0
2,1,1,4400000.0,6,810.0,0
2,1,0,900000.0,14,337.0,1
1,0,0,5027304.811683003,18,792.0,0
4,1,0,600000.0,6,784.0,0
5,0,1,5088479.425005651,12,434.0,1
2,0,1,8400000.0,10,384.0,1
1,0,0,8300000.0,10,642.0,0
4,0,0,7900000.0,8,417.85121284380335,1
1,1,0,8600000.0,2,606.0,0
5,1,1,6700000.0,14,843.0,0
0,0,0,2700000.0,10,778.0,0
0,1,0,6600000.0,8,718.0,0
1,0,1,7100000.0,20,437.0,1
5,0,1,5048404.758523939,10,586.0,0
2,0,0,2200000.0,6,777.0,0
1,0,1,8700000.0,12,525.0,1
4,0,0,7200000.0,12,632.0,0
0,1,0,2000000.0,20,337.0,1
4,0,1,8600000.0,8,458.0,1
2,0,1,2300000.0,8,364.0,1
2,1,1,5021936.306912815,16,499.0,1
2,0,1,1900000.0,16,704.5416296009059,0
1,0,0,2100000.0,16,709.9514039895594,0
1,1,1,3900000.0,8,817.0,0
5,1,1,5006043.945796078,10,704.0,0
1,1,1,1900000.0,12,742.0,0
0,1,1,3200000.0,4,393.0,0
0,1,0,1100000.0,18,828.0,0
5,0,1,8000000.0,12,779.0,0
4,0,1,6100000.0,6,860.0,0
5,0,0,3200000.0,2,432.0,0
4,0,1,9000000.0,20,532.0,1
0,1,1,1200000.0,2,678.0,0
3,0,0,7900000.0,6,601.0,0
3,0,1,7700000.0,8,807.0,0
2,1,0,4400000.0,16,702.2725270174423,0
1,1,0,3100000.0,18,665.0,0
5,1,1,2600000.0,16,697.0,0
4,0,0,5500000.0,14,867.0,0
1,0,0,5700000.0,8,544.0,1
5,0,0,6100000.0,20,482.0,1
2,0,0,8200000.0,18,857.0,0
1,0,0,6000000.0,12,549.0,1
1,0,1,8000000.0,10,720.0,0
4,1,0,2000000.0,8,440.9917537265054,1
5,0,1,1300000.0,12,669.0,0
1,0,0,7000000.0,6,591.0,0
3,0,0,4100000.0,6,440.0,1
3,0,0,8000000.0,16,701.9155840222738,0
4,1,0,8100000.0,8,663.0,0
4,0,1,5080292.569826185,14,433.0,1
0,0,0,9200000.0,10,450.26198175510217,1
2,0,0,3900000.0,16,360.0,1
1,0,0,9100000.0,8,727.0,0
3,0,1,3000000.0,4,685.0,0
4,0,0,2000000.0,8,373.0,1
5,0,0,6300000.0,8,469.0,1
3,1,1,4100000.0,8,548.0,1
0,1,0,4976757.143775675,20,618.0,0
2,0,0,5200000.0,8,658.0,0
3,0,0,7600000.0,18,781.0,0
3,1,0,9200000.0,2,715.0,0
5,1,0,2200000.0,4,409.0,1
2,1,1,8300000.0,10,504.0,1
3,0,1,6100000.0,16,428.0,1
2,0,0,4500000.0,20,704.0,0
3,1,0,6600000.0,12,834.0,0
4,1,0,8900000.0,14,694.0,0
4,0,1,3900000.0,20,453.0,1
3,0,1,8900000.0,14,404.0,1
5,1,0,6400000.0,12,776.0,0
1,1,1,5014127.711906772,16,526.0,1
3,0,1,5033165.828685276,8,641.0,0
5,1,0,4100000.0,6,582.0,0
2,0,0,8100000.0,18,778.0,0
4,0,0,5052243.637394825,10,763.0,0
0,1,0,4800000.0,12,650.0,0
0,0,1,2900000.0,2,820.0,0
1,1,1,3500000.0,12,824.0,0
1,1,1,4900000.0,4,718.0,0
2,1,1,5100000.0,14,453.8738904568232,1
5,0,0,7300000.0,10,751.0,0
0,0,1,5048301.669455166,18,520.0,1
2,0,0,1400000.0,4,355.0,0
3,0,1,8700000.0,14,447.8748490765373,1
1,1,1,2800000.0,20,728.0,0
3,0,1,9100000.0,14,564.0,0
0,1,1,6800000.0,14,699.0,0
0,1,1,5000000.0,6,624.0,0
0,0,1,4400000.0,14,795.0,0
5,1,1,8400000.0,20,703.0,0
4,0,0,7800000.0,4,394.0,1
4,0,1,4800000.0,14,779.0,0
1,0,0,3200000.0,4,405.0,1
5,0,1,2300000.0,16,612.0,0
5,1,1,9200000.0,10,448.0,1
2,1,1,4700000.0,6,506.0,1
0,1,1,8000000.0,2,776.0,0
1,0,1,2600000.0,6,730.0,0
3,1,0,5000182.928793805,20,730.0,0
5,0,0,7300000.0,2,345.0,1
4,1,0,3300000.0,2,847.0,0
4,1,0,8300000.0,20,398.0,1
5,1,1,4100000.0,2,423.6082081131093,1
1,1,0,7300000.0,16,852.0,0
1,1,0,9300000.0,6,364.0,1
2,0,1,4300000.0,12,552.0,0
3,1,0,2600000.0,2,421.0,0
5,0,0,2900000.0,12,588.0,0
2,0,1,900000.0,6,763.0,0
3,1,1,4900000.0,20,823.0,0
0,0,0,7700000.0,10,642.0,0
1,0,0,4700000.0,12,647.0,0
5,1,0,3000000.0,20,723.3005234706856,0
4,1,0,5051470.531842371,4,518.0,1
0,0,1,6900000.0,20,515.0,1
2,1,1,3800000.0,8,340.0,1
3,1,1,600000.0,14,521.0,1
2,1,1,1200000.0,12,330.0,1
4,1,1,7800000.0,2,474.0,0
0,1,0,9000000.0,6,681.1365625905646,0
1,1,0,2800000.0,12,436.0,1
1,1,0,7800000.0,10,445.1937940659218,1
4,0,1,4700000.0,18,722.7309510216003,0
2,0,0,4600000.0,20,597.0,0
4,0,0,5100000.0,14,436.0,1
3,1,1,6100000.0,18,640.0,0
0,1,0,6000000.0,16,444.8534281788817,1
2,1,0,8400000.0,16,476.0,1
2,0,0,9300000.0,14,393.0,1
0,0,0,4200000.0,10,506.0,1
3,0,0,5084887.969043919,10,418.0,1
3,0,0,5600000.0,6,865.0,0
4,0,0,7800000.0,2,703.0,0
2,0,1,4500000.0,2,568.0,0
3,0,0,2400000.0,2,425.0,1
0,1,0,3900000.0,12,448.1758042751515,1
5,0,1,5089614.205525922,6,456.0,1
4,1,0,900000.0,2,602.0,0
3,0,1,1100000.0,20,814.0,0
4,1,0,6400000.0,2,640.0,0
2,0,0,4600000.0,4,817.0,0
4,0,0,7600000.0,20,361.0,1
5,1,0,6800000.0,14,839.0,0
5,0,0,7100000.0,20,592.0,0
4,1,1,6700000.0,6,498.0,1
5,1,1,5800000.0,6,847.0,0
0,0,1,8600000.0,16,643.0,0
0,0,1,3500000.0,4,389.0,0
2,0,1,4800000.0,20,381.0,1
5,0,1,6100000.0,16,400.0,1
5,0,1,5200000.0,16,718.0,0
5,1,1,4100000.0,8,433.1698211663952,1
5,1,0,3200000.0,2,838.0,0
3,1,1,7500000.0,14,678.0,0
2,1,1,1500000.0,14,826.0,0
4,0,1,1200000.0,16,348.0,1
1,0,1,8400000.0,6,476.0,1
0,1,1,7900000.0,8,666.0,0
1,0,1,2100000.0,20,722.3337299847574,0
2,0,0,2500000.0,20,547.0,1
2,1,1,3700000.0,2,405.0,0
5,0,0,1100000.0,16,498.0,1
5,0,0,6500000.0,8,779.0,0
0,1,1,8200000.0,8,403.0,1
2,1,0,5000000.0,8,709.0,0
1,1,0,1500000.0,6,507.0,1
5,1,0,3700000.0,18,368.0,1
3,0,1,4100000.0,16,760.0,0
2,1,0,7200000.0,6,796.0,0
1,0,0,2000000.0,6,684.8343794861,0
3,1,0,2000000.0,14,673.0,0
1,0,1,5100000.0,4,747.0,0
1,1,0,6000000.0,12,589.0,0
1,0,0,4900000.0,8,382.0,1
3,1,1,900000.0,12,698.7728155536183,0
1,0,1,7500000.0,18,628.0,0
2,0,0,6400000.0,12,667.0,0
2,0,1,8700000.0,2,778.0,0
4,0,1,7300000.0,18,831.0,0
5,0,0,7400000.0,4,662.6587728148196,0
2,0,0,2700000.0,16,656.0,0
3,0,0,3400000.0,6,685.3491087121158,0
3,1,1,2100000.0,4,672.2468751442977,0
2,1,0,3100000.0,10,751.0,0
5,1,0,4700000.0,2,523.0,0
5,0,0,3100000.0,6,584.0,0
2,1,0,5700000.0,2,630.0,0
3,0,1,2300000.0,14,472.0,1
0,1,1,6600000.0,16,802.0,0
2,0,1,2700000.0,18,547.0,1
1,1,1,800000.0,16,726.0,0
1,0,0,6600000.0,8,712.0,0
3,0,0,3900000.0,6,790.0,0
5,1,0,5057009.565807873,16,396.0,1
3,0,0,2000000.0,6,831.0,0
2,0,1,9100000.0,20,632.0,0
3,0,0,4700000.0,8,527.0,1
3,1,1,3200000.0,6,708.0,0
2,1,0,1700000.0,14,829.0,0
1,1,0,2600000.0,12,854.0,0
3,1,1,2700000.0,14,705.9247194733678,0
0,1,1,3600000.0,6,589.0,0
4,0,1,7200000.0,6,571.0,0
2,1,1,2500000.0,6,708.0,0
2,1,0,5500000.0,16,450.09731644499465,1
3,0,1,9200000.0,8,564.0,0
3,1,0,9000000.0,8,693.0,0
4,1,1,5900000.0,14,626.0,0
4,0,0,5600000.0,12,470.0,1
2,1,1,3200000.0,8,849.0,0
5,1,0,9100000.0,16,547.0,1
0,1,1,4600000.0,2,417.0,0
4,0,0,7300000.0,2,358.0,1
5,1,1,1300000.0,16,826.0,0
0,1,0,1800000.0,6,836.0,0
3,0,0,5084887.969043919,10,509.0,1
2,1,1,5700000.0,20,581.0,0
4,0,0,5053378.417915096,4,359.0,0
5,0,1,2100000.0,10,517.0,1
1,1,1,5700000.0,14,442.0,1
1,1,1,1100000.0,16,346.0,1
5,0,0,9300000.0,6,742.0,0
1,0,1,3500000.0,10,626.0,0
0,1,1,8200000.0,4,619.0,0
2,1,1,7500000.0,20,734.0,0
1,0,1,7000000.0,6,420.0,1
5,1,1,3900000.0,18,600.0,0
3,0,1,4700000.0,12,440.0,1
5,1,1,1700000.0,16,820.0,0
0,0,0,2500000.0,8,437.0,1
1,1,1,5014884.232253619,12,468.0,1
0,1,1,2400000.0,8,368.0,1
4,0,0,5700000.0,2,657.9953164394065,0
1,0,0,5029952.632896966,4,816.0,0
5,0,0,9000000.0,4,773.0,0
3,1,0,800000.0,14,576.0,0
1,0,0,1600000.0,14,673.0,0
0,0,1,5007470.482626607,20,760.0,0
5,1,1,2900000.0,12,678.0,0
4,1,1,3900000.0,14,701.2738182417711,0
0,0,1,3300000.0,18,754.0,0
3,0,1,700000.0,8,617.0,0
3,1,1,8400000.0,20,661.0,0
1,0,1,4000000.0,12,356.0,1
0,1,1,1900000.0,16,811.0,0
0,1,0,3900000.0,2,730.0,0
5,1,0,7400000.0,2,792.0,0
5,1,1,5900000.0,6,798.0,0
2,1,0,1400000.0,12,490.0,1
2,0,1,1800000.0,6,448.0,1
0,0,1,1000000.0,6,525.0,1
1,0,0,7400000.0,20,415.0,1
5,0,0,2700000.0,16,496.0,1
1,1,1,3600000.0,8,543.0,1
5,0,0,7000000.0,12,520.0,1
4,1,1,5000000.0,14,441.797607960235,1
2,0,0,1800000.0,14,502.0,1
2,0,1,4700000.0,6,505.0,1
2,1,1,6700000.0,4,664.9259804420415,0
5,1,0,5800000.0,10,719.0,0
0,0,1,5900000.0,18,855.0,0
4,1,0,6000000.0,18,593.0,0
1,1,1,700000.0,10,523.0,1
0,1,1,3700000.0,14,385.0,1
0,0,1,7100000.0,6,783.0,0
5,0,1,1100000.0,2,538.0,0
3,1,1,5032392.723132822,2,506.0,1
4,1,1,2200000.0,2,461.0,0
4,1,1,5500000.0,8,666.0,0
3,1,1,4400000.0,20,561.0,0
5,1,0,5000000.0,10,345.0,1
4,1,1,6100000.0,14,862.0,0
3,1,0,8100000.0,10,686.0,0
4,0,1,7000000.0,8,708.0,0
4,1,0,5600000.0,20,656.0,0
4,0,0,1800000.0,14,743.0,0
2,0,0,3600000.0,14,408.0,1
5,0,0,600000.0,14,408.0,1
1,0,1,4900000.0,12,439.0,1
3,0,1,3000000.0,6,415.0,1
0,1,1,3800000.0,12,490.0,1
1,0,1,7600000.0,16,685.3399880146894,0
4,0,0,7800000.0,18,425.0,1
0,0,0,6800000.0,20,730.0,0
4,0,1,5900000.0,20,657.0,0
2,1,0,4900000.0,10,480.0,1
3,1,1,1100000.0,16,356.0,1
1,1,1,4974431.3055984825,12,629.0,0
1,0,1,1200000.0,2,667.0,0
0,1,0,4700000.0,18,559.0,0
4,0,0,6700000.0,4,791.0,0
0,1,1,3700000.0,6,538.0,1
2,0,0,7400000.0,20,358.0,1
2,1,0,3300000.0,14,439.0,1
2,0,1,4800000.0,12,503.0,1
4,0,1,4600000.0,6,810.0,0
1,0,1,8000000.0,14,428.9858846673675,1
0,1,0,4100000.0,18,472.4908827383019,1
4,1,0,2600000.0,16,612.0,0
3,1,0,1300000.0,6,686.0,0
0,0,1,2300000.0,12,409.0,1
5,0,0,5101261.679402852,6,492.0,1
0,0,1,7000000.0,20,498.0,1
3,1,1,4400000.0,18,611.0,0
5,1,1,5100000.0,6,776.0,0
1,1,0,5900000.0,6,779.0,0
3,0,1,7800000.0,16,560.0,0
4,0,1,2200000.0,6,430.8312651354752,1
4,1,0,5400000.0,18,786.0,0
1,1,0,7400000.0,8,597.0,0
4,0,0,5800000.0,12,811.0,0
1,0,1,5800000.0,12,862.0,0
3,1,1,4800000.0,12,369.0,1
1,1,1,7400000.0,4,687.0,0
0,1,1,5007075.637247576,12,500.0,1
2,1,1,4983374.681124796,6,746.0,0
4,1,0,700000.0,14,619.0,0
2,1,0,7600000.0,20,692.0,0
1,1,1,1400000.0,18,463.80311109493687,1
2,1,1,3800000.0,14,730.0,0
3,1,0,2700000.0,6,480.0,1
2,1,1,5000000.0,2,753.0,0
4,0,1,9000000.0,6,637.0,0
3,0,0,3700000.0,6,483.0,1
4,1,1,4999370.131310306,4,673.4604849494918,0
4,0,0,1800000.0,8,777.0,0
2,0,0,7900000.0,4,402.0,1
4,0,1,2100000.0,8,493.0,1
0,0,1,900000.0,4,355.0,0
3,0,0,5042922.001695089,18,557.0,0
0,1,1,5600000.0,20,606.0,0
1,1,1,6000000.0,16,743.0,0
5,1,0,5700000.0,4,579.0,0
0,0,1,9000000.0,20,734.0,0
0,0,0,7300000.0,2,490.0,1
5,0,0,5300000.0,16,802.0,0
1,1,1,3500000.0,16,867.0,0
0,1,0,1000000.0,12,450.6370816928628,1
0,1,0,5100000.0,12,867.0,0
0,0,1,2900000.0,8,428.2967064115352,1
3,1,0,7600000.0,14,762.0,0
5,1,1,6000000.0,18,462.0,1
1,0,0,6300000.0,18,849.0,0
3,1,0,1900000.0,18,592.0,0
4,0,0,600000.0,4,507.0,1
2,1,1,4100000.0,14,505.0,1
0,1,1,800000.0,8,467.0,1
2,1,0,6600000.0,16,543.0,1
4,0,1,5040217.903344472,12,674.0,0
3,0,0,6100000.0,2,717.0,0
5,1,1,4800000.0,10,666.0,0
4,1,0,4500000.0,18,830.0,0
2,0,0,3800000.0,16,383.0,1
2,0,1,7000000.0,8,584.0,0
2,1,0,4400000.0,18,799.0,0
5,0,0,5300000.0,6,510.0,1
0,1,1,2600000.0,6,572.0,0
3,1,0,3300000.0,2,554.0,0
1,1,1,1200000.0,6,344.0,1
3,0,0,4300000.0,8,697.9875016303989,0
0,1,1,8400000.0,10,514.0,1
0,0,0,600000.0,18,796.0,0
2,0,1,4700000.0,12,802.0,0
3,0,0,4200000.0,20,375.0,1
2,0,0,4300000.0,2,665.788621365112,0
0,1,0,800000.0,2,439.0,0
0,1,1,9300000.0,8,438.0,1
5,1,0,6200000.0,2,468.0,1
3,0,1,3500000.0,12,645.0,0
2,0,1,3600000.0,18,700.0,0
5,0,1,5087722.904658805,16,348.0,1
5,0,1,600000.0,10,689.4703522579651,0
0,1,1,3800000.0,6,670.1968800208965,0
3,0,1,1400000.0,12,610.0,0
1,1,0,6300000.0,4,742.0,0
1,1,1,2800000.0,18,801.0,0
4,0,1,5400000.0,2,533.0,0
3,1,1,6300000.0,16,656.0,0
3,0,1,3900000.0,18,785.0,0
2,0,1,4200000.0,2,332.0,0
0,0,0,3100000.0,18,768.0,0
1,0,0,3400000.0,6,640.0,0
4,1,0,1500000.0,6,688.3361695007677,0
3,1,1,900000.0,18,772.0,0
4,0,1,7800000.0,4,665.0,0
1,1,1,3500000.0,20,454.0,1
1,1,0,8400000.0,14,698.0,0
4,1,1,6400000.0,20,332.0,1
1,1,0,5027666.486650819,6,536.0,1
5,1,1,2100000.0,10,796.0,0
2,1,1,6000000.0,8,486.0,1
0,1,1,8300000.0,18,422.0,1
1,1,1,5300000.0,6,501.0,1
1,1,1,4975944.346292176,4,666.0,0
3,1,1,8200000.0,18,371.0,1
5,0,0,3400000.0,14,460.8664697983156,1
5,0,0,2800000.0,12,753.0,0
0,1,1,2400000.0,16,740.0,0
1,0,0,8200000.0,4,366.0,1
4,1,0,4200000.0,8,526.0,1
4,0,1,5500000.0,10,354.0,1
5,1,1,2900000.0,6,719.0,0
5,1,0,6300000.0,12,774.0,0
5,1,1,5004530.905102384,18,732.0,0
1,1,0,6500000.0,6,862.0,0
5,1,0,4900000.0,18,613.0,0
5,0,1,6900000.0,6,447.0,1
4,1,1,1100000.0,4,730.0,0
2,1,1,7800000.0,14,568.0,0
2,0,1,8200000.0,6,495.0,1
5,1,1,6700000.0,14,854.0,0
3,0,1,7400000.0,10,548.0,1
1,1,0,1200000.0,14,779.0,0
0,1,0,4980161.485336486,2,564.0,0
5,1,1,4000000.0,2,571.0,0
0,1,1,8600000.0,8,778.0,0
4,0,1,9100000.0,12,808.0,0
